,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,positive,negative,neutral,,,,,,
1733,8d32243c-2dd1-4128-bde1-d643207e582c,super love,16/3/21 17:01,photo,studying,positive,75,,,,,,,,,,,
1738,8d32243c-2dd1-4128-bde1-d643207e582c,want,12/1/2021 21:58,photo,studying,positive,70,,,,,,,,,,,
1739,8d32243c-2dd1-4128-bde1-d643207e582c,heart,28/9/20 17:44,photo,studying,positive,60,,,,,,,,,,,
1740,8d32243c-2dd1-4128-bde1-d643207e582c,heart,25/1/21 18:38,photo,studying,positive,60,,,,,,,,,,,
1741,8d32243c-2dd1-4128-bde1-d643207e582c,interested,6/11/2020 8:44,photo,studying,positive,30,,,,,,,,,,,
1746,8d32243c-2dd1-4128-bde1-d643207e582c,want,29/4/21 11:05,photo,studying,positive,70,,,,,,,,,,,
1747,8d32243c-2dd1-4128-bde1-d643207e582c,interested,3/1/2021 20:02,photo,studying,positive,30,,,,,,,,,,,
1749,8d32243c-2dd1-4128-bde1-d643207e582c,like,11/4/2021 10:17,photo,studying,positive,50,,,,,,,,,,,
1750,8d32243c-2dd1-4128-bde1-d643207e582c,interested,16/3/21 18:04,photo,studying,positive,30,,,,,,,,,,,
1753,8d32243c-2dd1-4128-bde1-d643207e582c,adore,28/2/21 9:29,photo,studying,positive,72,,,,,,,,,,,
1761,e2c433d2-096e-484e-8c69-28f0bb69f3b7,intrigued,18/9/20 4:49,audio,science,positive,45,,,,,,,,,,,
1763,e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,7/2/2021 17:11,audio,science,positive,70,,,,,,,,,,,
1764,e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,6/11/2020 19:44,audio,science,positive,60,,,,,,,,,,,
1766,e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,3/1/2021 9:18,audio,science,positive,50,,,,,,,,,,,
1767,e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,18/12/20 17:42,audio,science,positive,50,,,,,,,,,,,
1768,e2c433d2-096e-484e-8c69-28f0bb69f3b7,interested,26/2/21 22:15,audio,science,positive,30,,,,,,,,,,,
1771,e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,6/8/2020 14:12,audio,science,positive,72,,,,,,,,,,,
1772,e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,18/11/20 0:41,audio,science,positive,72,,,,,,,,,,,
1775,e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,9/2/2021 3:59,audio,science,positive,72,,,,,,,,,,,
1776,e2c433d2-096e-484e-8c69-28f0bb69f3b7,adore,25/12/20 0:06,audio,science,positive,72,,,,,,,,,,,
1777,e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,16/5/21 6:36,audio,science,positive,60,,,,,,,,,,,
1779,e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,5/3/2021 17:44,audio,science,positive,50,,,,,,,,,,,
1780,e2c433d2-096e-484e-8c69-28f0bb69f3b7,interested,30/7/20 3:15,audio,science,positive,30,,,,,,,,,,,
1781,e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,1/11/2020 7:10,audio,science,positive,70,,,,,,,,,,,
1783,e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,9/1/2021 21:47,audio,science,positive,50,,,,,,,,,,,
1784,e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,7/1/2021 17:03,audio,science,positive,70,,,,,,,,,,,
1787,e2c433d2-096e-484e-8c69-28f0bb69f3b7,super love,6/6/2021 20:04,audio,science,positive,75,,,,,,,,,,,
1789,e2c433d2-096e-484e-8c69-28f0bb69f3b7,want,3/10/2020 9:56,audio,science,positive,70,,,,,,,,,,,
1790,e2c433d2-096e-484e-8c69-28f0bb69f3b7,intrigued,27/5/21 2:08,audio,science,positive,45,,,,,,,,,,,
1792,e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,1/11/2020 16:18,audio,science,positive,50,,,,,,,,,,,
1793,e2c433d2-096e-484e-8c69-28f0bb69f3b7,heart,14/6/21 22:25,audio,science,positive,60,,,,,,,,,,,
1795,e2c433d2-096e-484e-8c69-28f0bb69f3b7,like,17/7/20 2:29,audio,science,positive,50,,,,,,,,,,,
1797,e2c433d2-096e-484e-8c69-28f0bb69f3b7,love,16/3/21 0:20,audio,science,positive,65,,,,,,,,,,,
1798,e2c433d2-096e-484e-8c69-28f0bb69f3b7,cherish,21/2/21 11:32,audio,science,positive,70,,,,,,,,,,,
1801,e2c433d2-096e-484e-8c69-28f0bb69f3b7,super love,6/9/2020 17:18,audio,science,positive,75,,,,,,,,,,,
1802,e2c433d2-096e-484e-8c69-28f0bb69f3b7,super love,13/7/20 23:05,audio,science,positive,75,,,,,,,,,,,
1803,3d8fffab-6107-4d7b-9485-c610e233c91c,adore,21/10/20 22:49,photo,studying,positive,72,,,,,,,,,,,
1804,3d8fffab-6107-4d7b-9485-c610e233c91c,heart,30/9/20 10:05,photo,studying,positive,60,,,,,,,,,,,
1806,3d8fffab-6107-4d7b-9485-c610e233c91c,want,11/1/2021 15:20,photo,studying,positive,70,,,,,,,,,,,
1808,3d8fffab-6107-4d7b-9485-c610e233c91c,interested,19/4/21 13:48,photo,studying,positive,30,,,,,,,,,,,
1810,3d8fffab-6107-4d7b-9485-c610e233c91c,love,20/11/20 4:18,photo,studying,positive,65,,,,,,,,,,,
1812,3d8fffab-6107-4d7b-9485-c610e233c91c,adore,29/9/20 20:29,photo,studying,positive,72,,,,,,,,,,,
1813,3d8fffab-6107-4d7b-9485-c610e233c91c,intrigued,19/4/21 10:43,photo,studying,positive,45,,,,,,,,,,,
1815,3d8fffab-6107-4d7b-9485-c610e233c91c,adore,20/11/20 18:04,photo,studying,positive,72,,,,,,,,,,,
1816,3d8fffab-6107-4d7b-9485-c610e233c91c,interested,23/9/20 1:50,photo,studying,positive,30,,,,,,,,,,,
1818,3d8fffab-6107-4d7b-9485-c610e233c91c,love,15/11/20 12:00,photo,studying,positive,65,,,,,,,,,,,
1819,3d8fffab-6107-4d7b-9485-c610e233c91c,love,27/10/20 17:26,photo,studying,positive,65,,,,,,,,,,,
1822,3d8fffab-6107-4d7b-9485-c610e233c91c,heart,23/3/21 14:09,photo,studying,positive,60,,,,,,,,,,,
1823,3d8fffab-6107-4d7b-9485-c610e233c91c,heart,23/12/20 15:17,photo,studying,positive,60,,,,,,,,,,,
1824,3d8fffab-6107-4d7b-9485-c610e233c91c,intrigued,11/11/2020 20:14,photo,studying,positive,45,,,,,,,,,,,
1825,3d8fffab-6107-4d7b-9485-c610e233c91c,cherish,3/5/2021 8:29,photo,studying,positive,70,,,,,,,,,,,
1827,3d8fffab-6107-4d7b-9485-c610e233c91c,love,31/3/21 18:15,photo,studying,positive,65,,,,,,,,,,,
1828,3d8fffab-6107-4d7b-9485-c610e233c91c,adore,28/8/20 5:33,photo,studying,positive,72,,,,,,,,,,,
1831,3d8fffab-6107-4d7b-9485-c610e233c91c,cherish,2/5/2021 4:05,photo,studying,positive,70,,,,,,,,,,,
1832,409aa11d-5af3-4a70-9da1-482857f5835e,adore,10/6/2021 10:27,GIF,fitness,positive,72,,,,,,,,,,,
1833,409aa11d-5af3-4a70-9da1-482857f5835e,heart,23/3/21 2:03,GIF,fitness,positive,60,,,,,,,,,,,
1836,409aa11d-5af3-4a70-9da1-482857f5835e,interested,6/3/2021 18:17,GIF,fitness,positive,30,,,,,,,,,,,
1838,409aa11d-5af3-4a70-9da1-482857f5835e,intrigued,26/12/20 14:51,GIF,fitness,positive,45,,,,,,,,,,,
1840,409aa11d-5af3-4a70-9da1-482857f5835e,adore,8/5/2021 0:06,GIF,fitness,positive,72,,,,,,,,,,,
1844,409aa11d-5af3-4a70-9da1-482857f5835e,interested,20/2/21 8:17,GIF,fitness,positive,30,,,,,,,,,,,
1845,409aa11d-5af3-4a70-9da1-482857f5835e,super love,29/5/21 12:12,GIF,fitness,positive,75,,,,,,,,,,,
1846,409aa11d-5af3-4a70-9da1-482857f5835e,love,17/9/20 16:21,GIF,fitness,positive,65,,,,,,,,,,,
1847,409aa11d-5af3-4a70-9da1-482857f5835e,super love,3/6/2021 2:38,GIF,fitness,positive,75,,,,,,,,,,,
1848,409aa11d-5af3-4a70-9da1-482857f5835e,adore,8/10/2020 21:21,GIF,fitness,positive,72,,,,,,,,,,,
1849,409aa11d-5af3-4a70-9da1-482857f5835e,heart,22/12/20 14:39,GIF,fitness,positive,60,,,,,,,,,,,
1850,409aa11d-5af3-4a70-9da1-482857f5835e,want,24/2/21 8:46,GIF,fitness,positive,70,,,,,,,,,,,
1851,409aa11d-5af3-4a70-9da1-482857f5835e,heart,31/5/21 6:06,GIF,fitness,positive,60,,,,,,,,,,,
1852,409aa11d-5af3-4a70-9da1-482857f5835e,adore,16/1/21 20:13,GIF,fitness,positive,72,,,,,,,,,,,
1856,409aa11d-5af3-4a70-9da1-482857f5835e,heart,14/6/21 22:33,GIF,fitness,positive,60,,,,,,,,,,,
1857,409aa11d-5af3-4a70-9da1-482857f5835e,intrigued,20/2/21 8:22,GIF,fitness,positive,45,,,,,,,,,,,
1859,409aa11d-5af3-4a70-9da1-482857f5835e,cherish,15/6/21 23:51,GIF,fitness,positive,70,,,,,,,,,,,
1861,409aa11d-5af3-4a70-9da1-482857f5835e,cherish,10/2/2021 21:50,GIF,fitness,positive,70,,,,,,,,,,,
1865,409aa11d-5af3-4a70-9da1-482857f5835e,adore,30/10/20 19:28,GIF,fitness,positive,72,,,,,,,,,,,
1868,aa9ea032-0fea-42c3-88d9-666685d4b32b,interested,30/12/20 8:46,GIF,veganism,positive,30,,,,,,,,,,,
1869,aa9ea032-0fea-42c3-88d9-666685d4b32b,cherish,21/2/21 6:29,GIF,veganism,positive,70,,,,,,,,,,,
1870,aa9ea032-0fea-42c3-88d9-666685d4b32b,adore,30/9/20 7:16,GIF,veganism,positive,72,,,,,,,,,,,
1871,eaddee3e-3a23-47cd-9785-ab7f2120a293,cherish,26/4/21 21:50,video,science,positive,70,,,,,,,,,,,
1874,eaddee3e-3a23-47cd-9785-ab7f2120a293,super love,17/9/20 15:53,video,science,positive,75,,,,,,,,,,,
1877,eaddee3e-3a23-47cd-9785-ab7f2120a293,love,15/7/20 7:47,video,science,positive,65,,,,,,,,,,,
1878,eaddee3e-3a23-47cd-9785-ab7f2120a293,want,14/7/20 15:49,video,science,positive,70,,,,,,,,,,,
1879,eaddee3e-3a23-47cd-9785-ab7f2120a293,want,5/12/2020 19:26,video,science,positive,70,,,,,,,,,,,
1880,eaddee3e-3a23-47cd-9785-ab7f2120a293,intrigued,14/9/20 8:57,video,science,positive,45,,,,,,,,,,,
1881,eaddee3e-3a23-47cd-9785-ab7f2120a293,like,20/6/20 2:20,video,science,positive,50,,,,,,,,,,,
1885,eaddee3e-3a23-47cd-9785-ab7f2120a293,love,9/1/2021 2:02,video,science,positive,65,,,,,,,,,,,
1886,eaddee3e-3a23-47cd-9785-ab7f2120a293,adore,15/1/21 5:04,video,science,positive,72,,,,,,,,,,,
1890,eaddee3e-3a23-47cd-9785-ab7f2120a293,cherish,12/7/2020 11:17,video,science,positive,70,,,,,,,,,,,
1891,eaddee3e-3a23-47cd-9785-ab7f2120a293,interested,25/11/20 19:03,video,science,positive,30,,,,,,,,,,,
1895,eaddee3e-3a23-47cd-9785-ab7f2120a293,like,4/10/2020 22:22,video,science,positive,50,,,,,,,,,,,
1896,eaddee3e-3a23-47cd-9785-ab7f2120a293,cherish,6/3/2021 6:10,video,science,positive,70,,,,,,,,,,,
1897,eaddee3e-3a23-47cd-9785-ab7f2120a293,want,28/3/21 4:53,video,science,positive,70,,,,,,,,,,,
1899,eaddee3e-3a23-47cd-9785-ab7f2120a293,adore,21/8/20 7:30,video,science,positive,72,,,,,,,,,,,
1900,eaddee3e-3a23-47cd-9785-ab7f2120a293,heart,18/3/21 18:46,video,science,positive,60,,,,,,,,,,,
1903,eaddee3e-3a23-47cd-9785-ab7f2120a293,like,4/12/2020 18:01,video,science,positive,50,,,,,,,,,,,
1904,9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,24/9/20 22:45,GIF,travel,positive,70,,,,,,,,,,,
1905,9ef39aa2-60f9-4e4b-b666-c6cb97015503,adore,22/10/20 11:01,GIF,travel,positive,72,,,,,,,,,,,
1906,9ef39aa2-60f9-4e4b-b666-c6cb97015503,love,25/2/21 3:56,GIF,travel,positive,65,,,,,,,,,,,
1908,9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,4/5/2021 5:57,GIF,travel,positive,70,,,,,,,,,,,
1909,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,30/1/21 10:23,GIF,travel,positive,45,,,,,,,,,,,
1910,9ef39aa2-60f9-4e4b-b666-c6cb97015503,like,4/4/2021 20:26,GIF,travel,positive,50,,,,,,,,,,,
1911,9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,13/5/21 1:19,GIF,travel,positive,70,,,,,,,,,,,
1912,9ef39aa2-60f9-4e4b-b666-c6cb97015503,cherish,29/11/20 11:43,GIF,travel,positive,70,,,,,,,,,,,
1915,9ef39aa2-60f9-4e4b-b666-c6cb97015503,like,4/3/2021 9:19,GIF,travel,positive,50,,,,,,,,,,,
1916,9ef39aa2-60f9-4e4b-b666-c6cb97015503,love,7/11/2020 10:58,GIF,travel,positive,65,,,,,,,,,,,
1917,9ef39aa2-60f9-4e4b-b666-c6cb97015503,like,9/2/2021 11:59,GIF,travel,positive,50,,,,,,,,,,,
1918,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,9/9/2020 10:33,GIF,travel,positive,45,,,,,,,,,,,
1919,9ef39aa2-60f9-4e4b-b666-c6cb97015503,adore,24/2/21 0:38,GIF,travel,positive,72,,,,,,,,,,,
1920,9ef39aa2-60f9-4e4b-b666-c6cb97015503,adore,9/7/2020 1:48,GIF,travel,positive,72,,,,,,,,,,,
1921,9ef39aa2-60f9-4e4b-b666-c6cb97015503,interested,26/11/20 1:10,GIF,travel,positive,30,,,,,,,,,,,
1924,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,14/3/21 14:33,GIF,travel,positive,45,,,,,,,,,,,
1925,9ef39aa2-60f9-4e4b-b666-c6cb97015503,love,4/4/2021 15:09,GIF,travel,positive,65,,,,,,,,,,,
1929,9ef39aa2-60f9-4e4b-b666-c6cb97015503,cherish,8/4/2021 3:55,GIF,travel,positive,70,,,,,,,,,,,
1930,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,12/5/2021 13:06,GIF,travel,positive,45,,,,,,,,,,,
1934,9ef39aa2-60f9-4e4b-b666-c6cb97015503,super love,31/7/20 9:41,GIF,travel,positive,75,,,,,,,,,,,
1937,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,8/5/2021 22:54,GIF,travel,positive,45,,,,,,,,,,,
1938,9ef39aa2-60f9-4e4b-b666-c6cb97015503,heart,29/3/21 23:56,GIF,travel,positive,60,,,,,,,,,,,
1939,9ef39aa2-60f9-4e4b-b666-c6cb97015503,intrigued,4/5/2021 10:08,GIF,travel,positive,45,,,,,,,,,,,
1940,9ef39aa2-60f9-4e4b-b666-c6cb97015503,love,21/8/20 17:21,GIF,travel,positive,65,,,,,,,,,,,
1941,9ef39aa2-60f9-4e4b-b666-c6cb97015503,adore,18/4/21 19:32,GIF,travel,positive,72,,,,,,,,,,,
1942,9ef39aa2-60f9-4e4b-b666-c6cb97015503,super love,2/3/2021 2:28,GIF,travel,positive,75,,,,,,,,,,,
1944,841403fd-321b-4118-90b3-cc0075d64047,want,15/8/20 8:02,GIF,studying,positive,70,,,,,,,,,,,
1945,841403fd-321b-4118-90b3-cc0075d64047,heart,19/10/20 0:10,GIF,studying,positive,60,,,,,,,,,,,
1946,841403fd-321b-4118-90b3-cc0075d64047,like,29/12/20 21:47,GIF,studying,positive,50,,,,,,,,,,,
1947,841403fd-321b-4118-90b3-cc0075d64047,intrigued,1/4/2021 10:31,GIF,studying,positive,45,,,,,,,,,,,
1948,841403fd-321b-4118-90b3-cc0075d64047,super love,23/3/21 13:47,GIF,studying,positive,75,,,,,,,,,,,
1949,841403fd-321b-4118-90b3-cc0075d64047,adore,14/5/21 23:34,GIF,studying,positive,72,,,,,,,,,,,
1950,841403fd-321b-4118-90b3-cc0075d64047,cherish,6/12/2020 4:34,GIF,studying,positive,70,,,,,,,,,,,
1951,841403fd-321b-4118-90b3-cc0075d64047,like,10/6/2021 3:31,GIF,studying,positive,50,,,,,,,,,,,
1952,841403fd-321b-4118-90b3-cc0075d64047,heart,5/7/2020 10:46,GIF,studying,positive,60,,,,,,,,,,,
1953,841403fd-321b-4118-90b3-cc0075d64047,heart,3/6/2021 20:55,GIF,studying,positive,60,,,,,,,,,,,
1954,841403fd-321b-4118-90b3-cc0075d64047,heart,3/9/2020 12:21,GIF,studying,positive,60,,,,,,,,,,,
1955,841403fd-321b-4118-90b3-cc0075d64047,heart,2/9/2020 1:44,GIF,studying,positive,60,,,,,,,,,,,
1958,841403fd-321b-4118-90b3-cc0075d64047,interested,18/1/21 19:27,GIF,studying,positive,30,,,,,,,,,,,
1960,841403fd-321b-4118-90b3-cc0075d64047,intrigued,22/9/20 0:32,GIF,studying,positive,45,,,,,,,,,,,
1961,841403fd-321b-4118-90b3-cc0075d64047,interested,30/4/21 21:37,GIF,studying,positive,30,,,,,,,,,,,
1963,841403fd-321b-4118-90b3-cc0075d64047,intrigued,20/5/21 2:09,GIF,studying,positive,45,,,,,,,,,,,
1964,841403fd-321b-4118-90b3-cc0075d64047,cherish,20/2/21 12:00,GIF,studying,positive,70,,,,,,,,,,,
1966,841403fd-321b-4118-90b3-cc0075d64047,cherish,6/4/2021 6:04,GIF,studying,positive,70,,,,,,,,,,,
1967,841403fd-321b-4118-90b3-cc0075d64047,heart,13/3/21 13:30,GIF,studying,positive,60,,,,,,,,,,,
1969,3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,14/10/20 12:52,video,culture,positive,60,,,,,,,,,,,
1970,3724de8a-ec2f-4021-a3f1-605d551da9d0,interested,13/10/20 20:30,video,culture,positive,30,,,,,,,,,,,
1971,3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,29/4/21 16:31,video,culture,positive,45,,,,,,,,,,,
1972,3724de8a-ec2f-4021-a3f1-605d551da9d0,want,24/4/21 14:14,video,culture,positive,70,,,,,,,,,,,
1974,3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,21/7/20 18:24,video,culture,positive,45,,,,,,,,,,,
1975,3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,28/11/20 1:34,video,culture,positive,70,,,,,,,,,,,
1980,3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,7/11/2020 6:47,video,culture,positive,70,,,,,,,,,,,
1981,3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,26/7/20 0:07,video,culture,positive,45,,,,,,,,,,,
1983,3724de8a-ec2f-4021-a3f1-605d551da9d0,love,16/2/21 18:30,video,culture,positive,65,,,,,,,,,,,
1986,3724de8a-ec2f-4021-a3f1-605d551da9d0,interested,1/3/2021 0:43,video,culture,positive,30,,,,,,,,,,,
1987,3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,31/8/20 15:49,video,culture,positive,75,,,,,,,,,,,
1988,3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,22/7/20 8:55,video,culture,positive,70,,,,,,,,,,,
1989,3724de8a-ec2f-4021-a3f1-605d551da9d0,interested,28/9/20 21:47,video,culture,positive,30,,,,,,,,,,,
1991,3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,30/3/21 4:58,video,culture,positive,45,,,,,,,,,,,
1992,3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,29/12/20 0:12,video,culture,positive,60,,,,,,,,,,,
1993,3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,29/11/20 15:12,video,culture,positive,75,,,,,,,,,,,
2000,3724de8a-ec2f-4021-a3f1-605d551da9d0,like,2/2/2021 19:43,video,culture,positive,50,,,,,,,,,,,
2001,3724de8a-ec2f-4021-a3f1-605d551da9d0,want,10/4/2021 9:59,video,culture,positive,70,,,,,,,,,,,
2002,3724de8a-ec2f-4021-a3f1-605d551da9d0,want,20/7/20 5:58,video,culture,positive,70,,,,,,,,,,,
2003,3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,3/9/2020 9:24,video,culture,positive,75,,,,,,,,,,,
2004,3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,18/2/21 13:56,video,culture,positive,70,,,,,,,,,,,
2005,3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,20/12/20 1:08,video,culture,positive,60,,,,,,,,,,,
2006,3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,18/2/21 16:19,video,culture,positive,75,,,,,,,,,,,
2007,3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,25/1/21 3:22,video,culture,positive,75,,,,,,,,,,,
2008,3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,11/1/2021 6:20,video,culture,positive,45,,,,,,,,,,,
2009,3724de8a-ec2f-4021-a3f1-605d551da9d0,adore,6/10/2020 23:09,video,culture,positive,72,,,,,,,,,,,
2010,3724de8a-ec2f-4021-a3f1-605d551da9d0,want,10/7/2020 3:28,video,culture,positive,70,,,,,,,,,,,
2011,2d0926be-9a29-4e6c-b342-815c70172214,like,27/10/20 8:50,GIF,animals,positive,50,,,,,,,,,,,
2012,2d0926be-9a29-4e6c-b342-815c70172214,love,27/6/20 21:44,GIF,animals,positive,65,,,,,,,,,,,
2018,2d0926be-9a29-4e6c-b342-815c70172214,super love,5/11/2020 7:59,GIF,animals,positive,75,,,,,,,,,,,
2019,2d0926be-9a29-4e6c-b342-815c70172214,super love,18/12/20 17:17,GIF,animals,positive,75,,,,,,,,,,,
2021,2d0926be-9a29-4e6c-b342-815c70172214,cherish,24/1/21 19:30,GIF,animals,positive,70,,,,,,,,,,,
2024,2d0926be-9a29-4e6c-b342-815c70172214,intrigued,17/8/20 11:35,GIF,animals,positive,45,,,,,,,,,,,
2027,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,super love,20/11/20 13:51,photo,science,positive,75,,,,,,,,,,,
2029,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,intrigued,26/7/20 2:14,photo,science,positive,45,,,,,,,,,,,
2030,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,adore,7/10/2020 22:28,photo,science,positive,72,,,,,,,,,,,
2031,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cherish,9/11/2020 14:28,photo,science,positive,70,,,,,,,,,,,
2033,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cherish,5/7/2020 18:07,photo,science,positive,70,,,,,,,,,,,
2037,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,want,26/6/20 3:29,photo,science,positive,70,,,,,,,,,,,
2038,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cherish,17/12/20 17:32,photo,science,positive,70,,,,,,,,,,,
2039,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,28/2/21 13:10,photo,science,positive,60,,,,,,,,,,,
2040,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,30/10/20 4:08,photo,science,positive,60,,,,,,,,,,,
2041,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,super love,22/7/20 22:20,photo,science,positive,75,,,,,,,,,,,
2047,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,adore,7/3/2021 23:08,photo,science,positive,72,,,,,,,,,,,
2050,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,interested,26/3/21 3:11,photo,science,positive,30,,,,,,,,,,,
2053,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,cherish,14/8/20 13:03,photo,science,positive,70,,,,,,,,,,,
2054,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,want,11/2/2021 6:26,photo,science,positive,70,,,,,,,,,,,
2055,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,interested,31/10/20 3:25,photo,science,positive,30,,,,,,,,,,,
2058,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,like,2/8/2020 10:49,photo,science,positive,50,,,,,,,,,,,
2059,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,super love,26/8/20 17:24,photo,science,positive,75,,,,,,,,,,,
2061,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,intrigued,31/1/21 11:32,photo,science,positive,45,,,,,,,,,,,
2066,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,like,19/1/21 22:04,photo,science,positive,50,,,,,,,,,,,
2067,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,love,18/8/20 11:17,photo,science,positive,65,,,,,,,,,,,
2068,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,adore,14/3/21 4:41,photo,science,positive,72,,,,,,,,,,,
2070,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,super love,19/4/21 11:36,photo,science,positive,75,,,,,,,,,,,
2072,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,heart,24/10/20 1:16,photo,science,positive,60,,,,,,,,,,,
2075,0491183b-be25-4108-b667-8c30d3cdbf50,cherish,18/12/20 5:58,audio,veganism,positive,70,,,,,,,,,,,
2077,0491183b-be25-4108-b667-8c30d3cdbf50,want,1/5/2021 16:16,audio,veganism,positive,70,,,,,,,,,,,
2078,0491183b-be25-4108-b667-8c30d3cdbf50,like,24/10/20 1:46,audio,veganism,positive,50,,,,,,,,,,,
2080,0491183b-be25-4108-b667-8c30d3cdbf50,cherish,26/6/20 10:28,audio,veganism,positive,70,,,,,,,,,,,
2083,359b93ea-446f-4202-8801-db238de5de4d,interested,31/8/20 0:43,photo,food,positive,30,,,,,,,,,,,
2084,359b93ea-446f-4202-8801-db238de5de4d,intrigued,30/9/20 6:43,photo,food,positive,45,,,,,,,,,,,
2085,359b93ea-446f-4202-8801-db238de5de4d,interested,2/5/2021 6:24,photo,food,positive,30,,,,,,,,,,,
2086,359b93ea-446f-4202-8801-db238de5de4d,intrigued,28/11/20 11:22,photo,food,positive,45,,,,,,,,,,,
2087,359b93ea-446f-4202-8801-db238de5de4d,cherish,20/6/20 8:53,photo,food,positive,70,,,,,,,,,,,
2088,359b93ea-446f-4202-8801-db238de5de4d,like,11/4/2021 6:12,photo,food,positive,50,,,,,,,,,,,
2091,359b93ea-446f-4202-8801-db238de5de4d,love,2/9/2020 5:00,photo,food,positive,65,,,,,,,,,,,
2093,359b93ea-446f-4202-8801-db238de5de4d,want,2/3/2021 10:25,photo,food,positive,70,,,,,,,,,,,
2094,359b93ea-446f-4202-8801-db238de5de4d,cherish,30/10/20 5:43,photo,food,positive,70,,,,,,,,,,,
2098,359b93ea-446f-4202-8801-db238de5de4d,adore,30/7/20 21:13,photo,food,positive,72,,,,,,,,,,,
2100,359b93ea-446f-4202-8801-db238de5de4d,like,1/4/2021 5:35,photo,food,positive,50,,,,,,,,,,,
2103,359b93ea-446f-4202-8801-db238de5de4d,intrigued,3/9/2020 0:08,photo,food,positive,45,,,,,,,,,,,
2104,359b93ea-446f-4202-8801-db238de5de4d,adore,23/11/20 1:09,photo,food,positive,72,,,,,,,,,,,
2105,359b93ea-446f-4202-8801-db238de5de4d,heart,5/6/2021 3:08,photo,food,positive,60,,,,,,,,,,,
2109,359b93ea-446f-4202-8801-db238de5de4d,like,23/4/21 8:41,photo,food,positive,50,,,,,,,,,,,
2113,359b93ea-446f-4202-8801-db238de5de4d,adore,11/7/2020 2:30,photo,food,positive,72,,,,,,,,,,,
2114,359b93ea-446f-4202-8801-db238de5de4d,adore,31/12/20 22:12,photo,food,positive,72,,,,,,,,,,,
